bloomberg_ticker,name_ticker,isin,figi,share_class_figi,composite_figi
EMIS US,EMISPHERE TECHNOLOGIES INC,US2913451066,BBG000CPTXB4,BBG001S70NW5,BBG000CPTXB4
EMKR US,EMCORE CORPORATION,US2908462037,BBG000BMQS80,BBG001S9F019,BBG000BMQS80
EML AU,EML PAYMENTS LTD,AU000000EML7,BBG000KSJCT7,BBG001SPVL19,BBG000KSJCT7
EML NA,EML PAYMENTS LTD,AU000000EML7,BBG002GPMMN4,BBG001SMNB26,BBG000JZXCN3
EMMN SW,EMMI AG,CH0012829898,BBG000C1JV31,BBG001SBRBN3,BBG000C1JV31
EMMS US,EMMIS COMMUNICATIONS CORP,US2915254005,BBG000B9YHW7,BBG001S5PV54,BBG000B9YHW7
EMN US,EASTMAN CHEMICAL COMPANY,US2774321002,BBG000BLW530,BBG001S7JNP3,BBG000BLW530
EMP PM,EMPERADOR INC,PHY2290T1044,,,
EMP/A CA,EMPIRE COMPANY LIMITED,CA2918434077,BBG000BYN131,BBG001S5YQ37,BBG000BYMXV1
EMP/A CN,EMPIRE COMPANY LIMITED,CA2918434077,BBG000BYMXV1,BBG001S5YQ37,BBG000BYMXV1
EMR US,EMERSON ELECTRIC COMPANY,US2910111044,BBG000BHX7N2,BBG001S5QVT7,BBG000BHX7N2
EMS US,EMERGENCY MEDICAL SERVICES LP,,BBG000J11WS4,BBG001SPC1V1,BBG000J11WS4
EMSN SW,EMSCHEMIE HOLDING AG,CH0016440353,BBG000SVX806,BBG001S9SSX9,BBG000SVX806
EN FP,BOUYGUES SA,FR0000120503,BBG000BBXV34,BBG001S5YH82,BBG000BBXSY7
EN IM,,,BBG002H2P7N4,BBG001SG7TM6,BBG000DB3V99
ENA PW,ENEA SA,PLENEA000013,BBG000VR0941,BBG001T48R27,BBG000VR08R8
ENAT3 BZ,ENAUTA PARTICIPAÇÕES SA,BRENATACNOR0,BBG0018K8ZR9,BBG001TF8T64,BBG0018K8ZR9
ENAV IM,,,BBG00D2YV9N5,BBG001SQLKK9,BBG000ND79K6
ENB CN,ENBRIDGE INC,CA29250N1050,BBG000C7P7N2,BBG001S6Q6D7,BBG000C7P7N2
ENBR3 BZ,EDP  ENERGIAS DO BRASIL SA,BRENBRACNOR2,BBG000BVW057,BBG001SJ2TH1,BBG000BVW057
ENC SM,ENCE ENERGÍA Y CELULOSA SA,ES0130625512,BBG000BG5TK0,BBG001S71N45,BBG000BG5TK0
ENCY US,ENCYSIVE PHARMACEUTICALS INC,,BBG000BXC5M5,BBG001SCPZK3,BBG000BXC5M5
ENDP US,ENDO INTERNATIONAL PLC,IE00BJ3V9050,,,
ENDRQ US,ENDEAVOUR INTERNATIONAL CORP,,BBG000F23RD1,BBG001SKNQN4,BBG000F23RD1
ENE AU,ENEVIS LIMITED,AU0000020174,,,
ENEA SS,ENEA AB,SE0009697220,BBG000BRF9X5,BBG001SC5H89,BBG000BRF9N6
ENEL IM,,,BBG000BK43F5,BBG001S96WQ2,BBG000BK4338
ENER US,ACCRETION ACQUISITION CORP,US00438Y1073,BBG01282H7X1,BBG01282H7Y0,BBG01282H7X1
ENEV3 BZ,ENEVA SA,BRENEVACNOR8,BBG000RNWK90,BBG001STZW13,BBG000RNWK90
ENF CN,ENBRIDGE INCOME FUND HOLDINGS INC,CA29251R1055,BBG000C35398,BBG001SDS2S3,BBG000C35398
ENFC US,ENTEGRA FINANCIAL CORP,US29363J1088,BBG001QZ9KG0,BBG001V1SM10,BBG001QZ9KG0
ENFN US,ENFUSION INC,US2928121043,BBG012MBFQD7,BBG012MBFR72,BBG012MBFQD7
ENG PW,ENERGA SA,PLENERG00022,BBG00164NQJ9,BBG001SVBM16,BBG000RVH7J7
ENG SM,ENAGÁS SA,ES0130960018,BBG000BD5B99,BBG001S7RNX5,BBG000BD5B99
ENG US,ENGLOBAL CORPORATION,US2933061069,BBG000BJ11V7,BBG001S6CNY2,BBG000BJ11V7
ENGH CN,ENGHOUSE SYSTEMS LTD,CA2929491041,BBG000BTJ2T7,BBG001S72KF8,BBG000BTJ2T7
ENGI FP,ENGIE SA,FR0010208488,BBG000BJNPL1,BBG001S6GDL4,BBG000BJNP59
ENGI11 BZ,ENERGISA SA,,BBG000MHBS03,BBG001T5W1Y9,BBG000MHBS03
ENH US,ENDURANCE SPECIALTY HOLDINGS LTD,,BBG000DQV538,BBG001SG1928,BBG000DQV538
ENI IM,,,BBG000FVRV79,BBG001S7QGH9,BBG000FVRTJ1
ENJSA TI,ENERJISA ENERJI AS,TREENSA00014,BBG00JPW86Z0,BBG006H157L1,BBG006H157K2
ENKA US,,,,,
ENKAI TI,ENKA INSAAT VE SANAYI AS,TREENKA00011,BBG000LX2P96,BBG001SK61H5,BBG000LX2NJ0
ENLT IT,ENLIGHT RENEWABLE ENERGY LTD,IL0007200111,,,
ENMC US,ENCORE MEDICAL CORP,,BBG000J565N4,BBG001S9SSZ7,BBG000J565N4
ENN LN,EQUITY INNS INC,,BBG002GRVMY8,BBG001S80017,BBG000BW6YR6
ENN US,EQUITY INNS INC,,BBG000BLWZ61,BBG001S96B97,BBG000BLWZ61
ENO LN,,,BBG002GRW4V0,BBG001SDJNZ9,BBG000C58N05
ENOC US,ENERNOC INC,,BBG000D2JFB4,BBG001SMC7Q1,BBG000D2JFB4
ENOG LN,ENERGEAN OIL & GAS PLC,GB00BG12Y042,BBG00K4LLFZ9,BBG00K4LLG23,BBG00K4LLFY0
ENOP MK,,,BBG002GT9950,BBG001S6LVH3,BBG000BF47W8
ENOV US,ENOVIS CORP,US1940145022,BBG000C5Z443,BBG001SC04J1,BBG000C5Z443
ENPH US,ENPHASE ENERGY INC,US29355A1079,BBG001R3MNY9,BBG001V28NC6,BBG001R3MNY9
ENQ LN,ENQUEST PLC,GB00B635TG28,BBG000QF8Y31,BBG001T6XGX4,BBG000QF8XR7
ENR GR,SIEMENS ENERGY AG,DE000ENER6Y0,BBG00XLWSW57,BBG00XLWSWN7,BBG00XLWSW57
ENR US,ENERGIZER HOLDINGS INC,US29272W1099,BBG006FCB019,BBG006FCB028,BBG006FCB019
ENRO SS,ENIRO AB,SE0011256312,BBG000CFBSC5,BBG001S9S3V6,BBG000CFBRS0
ENS US,ENERSYS,US29275Y1029,BBG000PWTD92,BBG001SLVXW8,BBG000PWTD92
ENSG US,THE ENSIGN GROUP INC,US29358P1012,BBG000K1T9L0,BBG001SPNL09,BBG000K1T9L0
ENT LN,ENTAIN PLC,IM00B5VQMV65,BBG000MPPD67,BBG001SGZDS4,BBG000MPPCP8
ENT US,GLOBAL EAGLE ENTERTAINMENT INC,US37951D1028,,,
ENTA US,ENANTA PHARMACEUTICALS INC,US29251M1062,BBG001V9NSB4,BBG001V9NSC3,BBG001V9NSB4
ENTC FP,,,BBG000G64SJ2,BBG001SNVJ82,BBG000G64R40
ENTG US,ENTEGRIS INC,US29362U1043,BBG000CTV4N4,BBG001SF9YL6,BBG000CTV4N4
ENTL US,ENTELLUS MEDICAL INC,US29363K1051,BBG002054749,BBG002054758,BBG002054749
ENTR US,ERSHARES ENTREPRENEUR ETF,US2938288022,BBG00J5HT1Q3,BBG00J5HT2F3,BBG00J5HT1Q3
ENTRA NO,ENTRA ASA,NO0010716418,BBG0074H79M1,BBG0074H79P8,BBG0074H79L2
ENTU US,ENTRUST INC,,BBG000C5GBQ4,BBG001SBZW03,BBG000C5GBQ4
ENV US,ENVESTNET INC,US29404K1060,BBG000Q4NZ54,BBG001T7SQ20,BBG000Q4NZ54
ENVA US,ENOVA INTERNATIONAL INC,US29357K1034,BBG0022PSJ14,BBG0022PSJT4,BBG0022PSJ14
ENVX US,ENOVIX CORP,US2935941078,BBG00YC53854,BBG00YC538B7,BBG00YC53854
ENZ US,ENZO BIOCHEM INC,US2941001024,BBG000BHY9Q4,BBG001S5QWQ8,BBG000BHY9Q4
ENZN US,ENZON PHARMACEUTICALS INC,US2939041081,BBG000BHYPV2,BBG001S5QWR7,BBG000BHYPV2
EO FP,FAURECIA SE,FR0000121147,BBG000BC12V0,BBG001S68852,BBG000BC12C1
EOAN GR,EON SE,DE000ENAG999,BBG000BR7M47,BBG001S69RM0,BBG000BR7M47
EOG US,EOG RESOURCES INC,US26875P1012,BBG000BZ9223,BBG001S5ZB93,BBG000BZ9223
EOL LN,,,,,
EOLS US,EVOLUS INC,US30052C1071,BBG005CX4HK8,BBG005CX4HL7,BBG005CX4HK8
EON MK,,,BBG000BGNPJ0,BBG001S70VX6,BBG000BGNP64
EOP US,EQUITY OFFICE PROPERTIES TRUST,,BBG000BVS043,BBG001S9Z9B7,BBG000BVS043
EOPN US,E2OPEN INC,,BBG0029HNQ23,BBG0029HNQ69,BBG0029HNQ23
EOS AU,ELECTRO OPTIC SYSTEMS HOLDINGS,AU000000EOS8,BBG000DYTNY1,BBG001SGBBG7,BBG000DYTNY1
EOSE US,EOS ENERGY ENTERPRISES INC,US29415C1018,BBG00V1KJ6F5,BBG00V1KJ6G4,BBG00V1KJ6F5
EOX US,EOX,,,,
EP US,EMPIRE PETROLEUM CORP,US2920343033,BBG000BBS3H7,BBG001S5QVS8,BBG000BBS3H7
EP/U CN,,,,,
EPAC US,ENERPAC TOOL GROUP CORP,US2927651040,BBG000B9WX45,BBG001S5NYQ7,BBG000B9WX45
EPAM US,EPAM SYSTEMS INC,US29414B1044,BBG000MHTV89,BBG001SKDJH8,BBG000MHTV89
EPAX US,AMBASSADORS GROUP INC,,BBG000BCTNV4,BBG001S6JDY7,BBG000BCTNV4
EPAY US,BOTTOMLINE TECHNOLOGIES INC,US1013881065,BBG000BRNH31,BBG001S8RB69,BBG000BRNH31
EPC GR,EDGEWELL PERSONAL CARE CO,US28035Q1022,BBG000BJDP41,BBG001S8RPR5,BBG000BJDP41
EPC US,EDGEWELL PERSONAL CARE CO,US28035Q1022,BBG000BRW644,BBG001SF1XY2,BBG000BRW644
EPE US,EP ENERGY CORP,US2687851020,,,
EPEX US,EDGE PETROLEUM CORP,,,,
EPIA SS,,,BBG00JWT5W30,BBG00JWT5W76,BBG00JWT5W21
EPIC US,EPICOR SOFTWARE CORP,,BBG000BB07M2,BBG001S5QX31,BBG000BB07M2
EPIQ US,EPIQ SYSTEMS INC,,BBG000BP1TP9,BBG001S8GX81,BBG000BP1TP9
EPIX US,ESSA PHARMA INC,CA29668H7085,BBG0088NJ8D1,BBG0080GLFK7,BBG0088NJ8D1
EPL US,EPL OIL & GAS INC,,BBG000KKT4V8,BBG001T40P56,BBG000KKT4V8
EPM US,EVOLUTION PETROLEUM CORPORATION INC,US30049A1079,BBG000C15T59,BBG001S7PJP5,BBG000C15T59
EPNY US,E PIPHANY INC,,BBG000BZ85B7,BBG001SD0DC6,BBG000BZ85B7
EPOC US,EPOCRATES INC,,BBG000JXFMK9,BBG001T0V5S9,BBG000JXFMK9
EPR NO,EUROPRIS ASA,NO0010735343,BBG0099WSVD7,BBG0099WSPH6,BBG0099WSPG7
EPR US,EPR PROPERTIES,US26884U1097,BBG000BSZYR3,BBG001SB5QR0,BBG000BSZYR3
EPROB SS,,,BBG00S8Y04V2,BBG00S8Y04Z8,BBG00S8Y04T5
EPW AU,ERM POWER LIMITED,AU000000EPW7,BBG00196MYR6,BBG001TG23B9,BBG00196MYR6
EPZM US,EPIZYME INC,US29428V1044,BBG000R60CT8,BBG001T9BD14,BBG000R60CT8
EQ US,EQUILLIUM INC,US29446K1060,BBG00LSL8C10,BBG00LSL8C29,BBG00LSL8C10
EQB CN,EQUITABLE GROUP INC,CA26886R1047,BBG000GT6BT6,BBG001SF6961,BBG000GT6BT6
EQBK US,EQUITY BANCSHARES INC,US29460X1090,BBG000QKJS40,BBG001SN1XQ4,BBG000QKJS40
EQC US,EQUITY COMMONWEALTH,US2946281027,BBG000BLG1L7,BBG001S5S0L1,BBG000BLG1L7
EQH US,AXA EQUITABLE HOLDINGS INC,US29452E1010,BBG00J7CBVW8,BBG00J7CBWL8,BBG00J7CBVW8
EQI AU,,,BBG000GT9SF1,BBG001S914N2,BBG000GT9SF1
EQIX US,EQUINIX INC,US29444U7000,BBG000MBDGM6,BBG001SKBNS9,BBG000MBDGM6
EQN CN,EQUINITI GROUP PLC,GB00BYWWHR75,BBG000Q0C9Z9,BBG001SM0P48,BBG000Q0C9Z9
EQN LN,EQUINITI GROUP PLC,GB00BYWWHR75,BBG00B4WP734,BBG003T4KGL2,BBG003T4KGK3
EQNR NO,EQUINOR ASA,NO0010096985,BBG000NSV6T3,BBG001SDM4Q7,BBG000NSV604
EQR US,EQUITY RESIDENTIAL,US29476L1070,BBG000BG8M31,BBG001S723L9,BBG000BG8M31
EQRX US,EQRX INC,US26886C1071,BBG00ZVC9NJ1,BBG00ZVC9NK9,BBG00ZVC9NJ1
EQT SS,EQT AB PUBL,SE0012853455,BBG00Q57JLK2,BBG006WY0T93,BBG006WY0T84
EQT US,EQT CORPORATION,US26884L1098,BBG000BHZ5J9,BBG001S5QXJ4,BBG000BHZ5J9
EQTL3 BZ,EQUATORIAL ENERGIA SA,BREQTLACNOR0,BBG000N4TY45,BBG001SQJ6C2,BBG000N4TY45
EQX CN,EQUINOX GOLD CORP,CA29446Y5020,BBG000QSL9D2,BBG001SSK0K0,BBG000QSL9D2
EQY US,EQUITY ONE INC,,BBG000BTCXB5,BBG001S86P16,BBG000BTCXB5
ERA AU,ENERGY RESOURCES OF AUSTRALIA LTD,AU000000ERA9,BBG000BCW6Z3,BBG001S60PF1,BBG000BCW6Z3
ERA FP,ERAMET SA,FR0000131757,BBG000CBQ8H7,BBG001S80749,BBG000CBQ7S7
ERA US,ERA GROUP INC,US26885G1094,,,
ERAA IJ,ERAJAYA SWASEMBADA TBK,ID1000121601,BBG0029TSVQ5,BBG00285HMC5,BBG00285HMB6
ERAS US,ERASCA INC,US29479A1088,BBG00MTSR883,BBG00MTSR892,BBG00MTSR883
ERC AU,,,BBG000QPC9B0,BBG001SNBQL3,BBG000QPC9B0
EREGL TI,EREGLI DEMIR VE CELIK FABRIKALARI TAS,TRAEREGL91G3,BBG000BVCBJ0,BBG001S749Y0,BBG000BVCB64
EREIT SP,,,,,
ERF CN,ENERPLUS CORPORATION,CA2927661025,BBG000NV1YC6,BBG001SGHVD0,BBG000NV1YC6
ERF FP,EUROFINS SCIENTIFIC SE,FR0014000MR3,BBG000BH7B07,BBG001S7VBR3,BBG000BH79M8
ERG IM,,,BBG000BZTR80,BBG001SB9WW7,BBG000BZTR35
ERG LN,ERINACEOUS GRP  LONDON STOCK EXCHANG,,BBG000C3X2J8,BBG001SDWV31,BBG000C3X1Q2
ERI US,ELDORADO RESORTS INC,,,,
ERICB SS,TELEFON AB LM ERICSSON SERIES B,,BBG000BX2SW5,BBG001S688B5,BBG000BX2SH2
ERIE US,ERIE INDEMNITY COMPANY,US29530P1021,BBG000BBTJZ1,BBG001S5QXV0,BBG000BBTJZ1
ERII US,ENERGY RECOVERY INC,US29270J1007,BBG000VFBBC1,BBG001T28M86,BBG000VFBBC1
ERIKS NA,,,BBG002GSNHR4,BBG001S65070,BBG000BBRZM1
ERM LN,EUROMONEY INSTITUTIONAL INVESTOR,GB0006886666,BBG000BPTQW7,BBG001S6GW14,BBG000BPTQK0
ERO CN,ERO COPPER CORP,CA2960061091,BBG00HNV5D77,BBG00HNV5D86,BBG00HNV5D77
EROS US,EROS STX GLOBAL CORPORATION,IM00B86NL059,,,
ERT LN,ERESEARCHTECHNOLOGY INC,,BBG002GS2GD4,BBG001SDM7M4,BBG000C3D2T9
ERT US,ERESEARCHTECHNOLOGY INC,,BBG000CVY6P9,BBG001SD4QP9,BBG000CVY6P9
ERW TB,THE ERAWAN GROUP PUBLIC COMPANY LIMITED,TH0120010Y07,BBG000BDFSQ2,BBG001S6NH19,BBG000BDFS28
ERYP FP,ERYTECH PHARMA SA,,BBG004G3ZZS1,BBG003B8XZ63,BBG003B8XYV8
ES US,EVERSOURCE ENERGY,US30040W1080,BBG000BQ87N0,BBG001S5TRL1,BBG000BQ87N0
ES6 GR,,,BBG000CP0TL3,BBG001SM3665,BBG000CP0TL3
ESA US,,,,,
ESAB US,ESAB CORP,US29605J1060,BBG0028ZMP45,BBG0028ZMP54,BBG0028ZMP45
ESC GR,EMERITUS CORP,,BBG000BS0C44,BBG001SH5VQ7,BBG000BS0C44
ESC US,EMERITUS CORP,,BBG000BBTYJ6,BBG001S5QY02,BBG000BBTYJ6
ESE US,ESCO TECHNOLOGIES INC,US2963151046,BBG000C4S3P3,BBG001S6MFD1,BBG000C4S3P3
ESG AU,,,BBG000BS0TS1,BBG001SBT7H7,BBG000BS0TS1
ESGC US,EROS STX GLOBAL CORP,IM00BMT7S123,,,
ESGR US,ENSTAR GROUP LIMITED,BMG3075P1014,BBG000NQKP71,BBG001SKW104,BBG000NQKP71
ESI CN,ENSIGN ENERGY SERVICES INC,CA2935701078,BBG000C6CRV5,BBG001S6PGD6,BBG000C6CRV5
ESI US,ELEMENT SOLUTIONS INC,US28618M1062,BBG005C4XHR3,BBG004KDL523,BBG005C4XHR3
ESIO US,ELECTRO SCIENTIFIC INDUSTRIES INC,US2852291002,BBG000BJ1QP9,BBG001S5QYB0,BBG000BJ1QP9
ESL US,ESTERLINE TECHNOLOGIES CORPORATION,US2974251009,BBG000BJ23J6,BBG001S5QYC9,BBG000BJ23J6
ESLR US,,,,,
ESLT IT,ELBIT SYSTEMS LTD,IL0010811243,BBG000BJVHK1,BBG001S8RMF5,BBG000BJVH94
ESMT US,ENGAGESMART LLC,US29283F1030,BBG00WHNM2G4,BBG00WHNM2H3,BBG00WHNM2G4
ESND US,ESSENDANT INC,US2966891028,BBG000BW7HN6,BBG001S5X4R1,BBG000BW7HN6
ESNT LN,ESSENTRA PLC,GB00B0744359,BBG000C41WG8,BBG001SL9HH5,BBG000C41VP0
ESNT US,ESSENT GROUP LTD,BMG3198U1027,BBG0058YL7G9,BBG0058YL868,BBG0058YL7G9
ESPD US,,,,,
ESPR US,ESPERION THERAPEUTICS INC,US29664W1053,BBG004KB3S72,BBG004KB3SZ1,BBG004KB3S72
ESRX US,EXPRESS SCRIPTS HOLDING COMPANY,US30219G1085,BBG000C15T95,BBG001S66SY8,BBG000C15T95
ESS US,ESSEX PROPERTY TRUST INC,US2971781057,BBG000CGJMB9,BBG001S81418,BBG000CGJMB9
ESSITYB SS,,,BBG00GV10DH0,BBG00GV10DM4,BBG00GV10DG1
ESSO TB,ESSO THAILAND PUBLIC COMPANY LIMITED,TH0975010008,BBG000D52153,BBG001SG87F1,BBG000D520D6
ESSR LN,ESSAR ENERGY  LONDON STOCK EXCHANG,,BBG000QP50Z1,BBG001T6NMK6,BBG000QP50F3
ESST US,ESS TECHNOLOGY INC,,BBG000BXZR79,BBG001S7DF49,BBG000BXZR79
ESTC US,ELASTIC NV,NL0013056914,BBG00LWZDYB9,BBG00LWZDZ26,BBG00LWZDYB9
ESTE US,EARTHSTONE ENERGY INC,US27032D3044,BBG000BDS5Z8,BBG001S5PDF3,BBG000BDS5Z8
ESUR LN,ESURE GROUP PLC,,BBG00468Q8X5,BBG0034W4L70,BBG0034W4L61
ESXB US,COMMUNITY BANKERS TRUST CORPORATION,US2036121067,BBG000C4Q6J5,BBG001SLG280,BBG000C4Q6J5
ESY LN,,,BBG002GWC3P0,BBG001S8VLK6,BBG000GGNDN7
ET US,ENERGY TRANSFER EQUITY LP,US29273V1008,BBG000BM2FL9,BBG001SDHNW4,BBG000BM2FL9
ETD US,ETHAN ALLEN INTERIORS INC,US2976021046,BBG000BBVDT8,BBG001S67JZ6,BBG000BBVDT8
ETE GA,NATIONAL BANK OF GREECE SA,GRS003003035,BBG000BGF166,BBG001S6XVR9,BBG000BGF102
ETFC US,ETRADE FINANCIAL LLC,US2692461047,BBG000N746D6,BBG001SB86D6,BBG000N746D6
ETH IM,,,BBG000FLGVM6,BBG001SM80T8,BBG000FLGTQ7
ETH US,ETHAN ALLEN INTERIORS INC,US2976021046,,,
ETL FP,EUTELSAT COMMUNICATIONS SA,FR0010221234,BBG000P2BTD7,BBG001SJFV28,BBG000P2BT47
ETM US,,,,,
ETN US,EATON CORPORATION PLC,IE00B8KQN827,BBG000BJ3PD2,BBG001S5QZ45,BBG000BJ3PD2
ETNB US,89BIO INC,US2825591033,BBG00QKDZ8J5,BBG00QKDZ985,BBG00QKDZ8J5
ETON US,ETON PHARMACEUTICALS INC,US29772L1089,BBG00H0KCMV1,BBG00H0KCMW0,BBG00H0KCMV1
ETR US,ENTERGY CORPORATION,US29364G1031,BBG000C1FQS9,BBG001S67KF5,BBG000C1FQS9
ETRN US,EQUITRANS MIDSTREAM CORP,US2946001011,BBG00K53L394,BBG00K53L401,BBG00K53L394
ETS US,ENTERASYS NETWORKS INC,,BBG000G2K371,BBG001S6PTM8,BBG000G2K371
ETSY US,ETSY INC,US29786A1060,BBG000N7MXL8,BBG001T53625,BBG000N7MXL8
ETWO US,E2OPEN PARENT HOLDINGS INC,US29788T1034,BBG00S91HBM9,BBG00S91HBN8,BBG00S91HBM9
EU US,ENCORE ENERGY CORP,CA29259W7008,,,
EUBK US,EUROBANCSHARES INC,,BBG000PWJP05,BBG001SBDXC2,BBG000PWJP05
EUCAR FP,EUROPCAR GROUPE SA,FR0012789949,BBG00909Q7T5,BBG001SP5JM0,BBG000HCL2Z8
EUR PW,EUROCASH SA,PLEURCH00011,BBG000PB9PB0,BBG001SL7V04,BBG000PB9P39
EURN BB,EURONAV NV,BE0003816338,BBG000QDB5M4,BBG001SKWXZ6,BBG000QDB5J8
EUROB GA,EUROBANK ERGASIAS SERVICES AND HOLDINGS SA,GRS323003012,BBG000CHKJS4,BBG001SC6NK1,BBG000CHKJB2
EURX US,EURAND NV,,BBG000R8ZG71,BBG001SQDBV6,BBG000R8ZG71
EUT IM,,,BBG000CVD9Z5,BBG001SF4P21,BBG000CVD9F7
EV US,EATON VANCE CORP,US2782651036,BBG000DBVBY4,BBG001S7VN79,BBG000DBVBY4
EV4 GR,CONSTANTIN MEDIEN AG,DE0009147207,BBG000P7J4M3,BBG001SL5SH5,BBG000P7J4M3
EVA US,ENVIVA PARTNERS LP,US29415B1035,BBG007FH8JX4,BBG007FH8JY3,BBG007FH8JX4
EVBG US,EVERBRIDGE INC,US29978A1043,BBG0022FMPD5,BBG0022FMPG2,BBG0022FMPD5
EVC US,ENTRAVISION COMMUNICATIONS,US29382R1077,BBG000BTNV54,BBG001SF6Z72,BBG000BTNV54
EVCM US,EVERCOMMERCE INC,US29977X1054,BBG0118LMWY9,BBG0118LMXS4,BBG0118LMWY9
EVD GR,CTS EVENTIM AG & CO KGAA,DE0005470306,BBG000BNZT31,BBG001SDRLL9,BBG000BNZT31
EVDY US,EVERYDAY HEALTH INC,,BBG000Q7T423,BBG001T6NGV7,BBG000Q7T423
EVE SW,EVOLVA HOLDING SA,CH0021218067,BBG000NHW9T0,BBG001SJ03Q0,BBG000NHW9T0
EVEIQ US,EVERGREEN ENERGY INC,,BBG000D74004,BBG001S7L230,BBG000D74004
EVEN3 BZ,EVEN CONSTRUTORA E INCORPORADORA SA,BREVENACNOR8,BBG000L27478,BBG001SPXZJ7,BBG000L27478
EVER US,EVERQUOTE INC CLASS A,US30041R1086,BBG00F17NDH7,BBG00F17NDJ5,BBG00F17NDH7
EVF MK,,,BBG000JBWHQ3,BBG001SJ2VY7,BBG000JBWGX7
EVFM US,EVOFEM BIOSCIENCES INC,US30048L2034,BBG0026ZG450,BBG0026ZG469,BBG0026ZG450
EVG LN,EVGEN PHARMA PLC,GB00BSVYN304,BBG007NTPDG2,BBG007NTPDK7,BBG007NTPDF3
EVH US,EVOLENT HEALTH INC,US30050B1017,BBG005CHLM96,BBG005CHLMB3,BBG005CHLM96
EVK GR,EVONIK INDUSTRIES AG,DE000EVNK013,BBG000DD3GQ9,BBG001SG9HF8,BBG000DD3GQ9
EVLO US,EVELO BIOSCIENCES INC,US2997341035,BBG00H43XR69,BBG00H43XR78,BBG00H43XR69
EVLV US,EVOLV TECHNOLOGIES HOLDINGS INC,US30049H1023,BBG00W1PPKX4,BBG00W1PPKY3,BBG00W1PPKX4
EVN AU,EVOLUTION MINING LTD,AU000000EVN4,BBG000NF2249,BBG001SJPD90,BBG000NF2249
EVN AV,EVN AG,AT0000741053,BBG000BFKJX3,BBG001S6RG08,BBG000BFKJL6
EVO SS,EVOLUTION AB PUBL,SE0012673267,BBG0088M4LQ6,BBG0088M4L86,BBG0088M4L77
EVOP US,EVO PAYMENTS INC,US26927E1047,BBG00KRX3MG4,BBG00KRX3N72,BBG00KRX3MG4
EVR US,EVERCORE PARTNERS INC,US29977A1051,BBG000BP30Y0,BBG001SC3S41,BBG000BP30Y0
EVRG US,EVERGY INC COMMON STOCK,US30034W1062,BBG00H433CR2,BBG00H433CS1,BBG00H433CR2
EVRI US,EVERI HOLDINGS INC,US30034T1034,BBG000H1B407,BBG001SLY556,BBG000H1B407
EVRY NO,EVRY ASA,NO0010019649,BBG00GSMNV47,BBG00GSMNV65,BBG00GSMNV38
EVS BB,EVS BROADCAST EQUIPMENT SA,BE0003820371,BBG000BD4LV3,BBG001S6GMT6,BBG000BD4LB5
EVT AU,EVENT HOSPITALITY AND ENTERTAINMENT LTD,AU000000EVT1,BBG000BGGX29,BBG001S6BDN7,BBG000BGGX29
EVT GR,EVOTEC SE,DE0005664809,BBG000C23BS3,BBG001SD7J81,BBG000C23BS3
EVTC US,EVERTEC INC,PR30040P1032,BBG000J187K0,BBG001SX2XR0,BBG000J187K0
EVVV US,EV3 INC,,BBG000FWVBN8,BBG001SNRWM2,BBG000FWVBN8
EW PM,EAST WEST BANKING CORP,PHY223581083,BBG002S8GQL9,BBG001S8LS77,BBG000BJ61M2
EW US,EDWARDS LIFESCIENCES CORP,US28176E1082,BBG000BRXP69,BBG001SF2288,BBG000BRXP69
EWBC US,EAST WEST BANCORP INC,US27579R1041,BBG000CR20B1,BBG001SCC7R2,BBG000CR20B1
EWCZ US,EUROPEAN WAX CENTER INC,US29882P1066,BBG011RWTYW5,BBG011RWTZQ9,BBG011RWTYW5
EWTX US,EDGEWISE THERAPEUTICS INC,US28036F1057,BBG00K4Y2H24,BBG00K4Y2H33,BBG00K4Y2H24
EXA US,EXA CORP,,BBG001YKPWP0,BBG001YKPXG8,BBG001YKPWP0
EXAC US,EXACTECH INC,US30064E1091,BBG00Z92X083,BBG00Z92X092,BBG00Z92X083
EXACT NA,EXACT HOLDING NV,,BBG000BQ6K80,BBG001SB6997,BBG000BQ6K35
EXAE GA,HELLENIC EXCHANGES  ATHENS STOCK EXCHANGE SA,GRS395363005,BBG000CZP5C6,BBG001SFVMP3,BBG000CZN3R7
EXAM US,EXAMWORKS GROUP INC,,BBG000MZL6F4,BBG001T50SC9,BBG000MZL6F4
EXAR US,EXAR CORP,,BBG000BJ52N0,BBG001S5QZR0,BBG000BJ52N0
EXAS US,EXACT SCIENCES CORPORATION,US30063P1057,BBG000CWL0F5,BBG001SGCLB9,BBG000CWL0F5
EXC US,EXELON CORPORATION,US30161N1019,BBG000J6XT05,BBG001SBJMT2,BBG000J6XT05
EXCL IJ,XL AXIATA TBK PT,ID1000102502,BBG000PRZBZ1,BBG001SLQ5Z2,BBG000PRZB81
EXE CN,EXTENDICARE INC,CA30224T8639,BBG000DLD469,BBG001S72936,BBG000DLD469
EXEL US,EXELIXIS INC,US30161Q1040,BBG000BQ4WF8,BBG001SD42W4,BBG000BQ4WF8
EXFY US,EXPENSIFY INC,US30219Q1067,,,
EXL LN,,,BBG002GS1S30,BBG001SFNY67,BBG000C6CDM6
EXLS US,EXLSERVICE HOLDINGS INC,US3020811044,BBG000NS3P30,BBG001SKWX40,BBG000NS3P30
EXLT US,EXULT INC,,BBG000CQ8YV1,BBG001SFD0G1,BBG000CQ8YV1
